Sector,Year,Salary
Education,2016,143237.68
Education,2016,117793.15
Education,2016,136683.15
Education,2016,118938.56
Education,2016,120201.13
Education,2016,117151.32
Education,2016,118938.56
Education,2016,110998.16
Education,2016,116590.24
Education,2016,118252.38
Education,2016,133317.86
Education,2016,115724.7
Education,2016,133317.86
Education,2016,118938.56
Education,2016,111292.74
Education,2016,118938.56
Education,2016,118938.56
Education,2016,118938.56
Education,2016,124976.92
Education,2016,132912.6
Education,2016,110516.12
Education,2016,106635.29
Education,2016,118938.56
Education,2016,118938.56
Education,2016,119415.07
Education,2016,133317.86
Education,2016,118481.1
Education,2016,117151.32
Education,2016,126074.78
Education,2016,118938.56
Education,2016,107152.5
Education,2016,109295.55
Education,2016,116651.28
Education,2016,118938.56
Education,2016,118938.56
Education,2016,118938.56
Education,2016,107152.5
Education,2016,118938.56
Education,2016,127407.02
Education,2016,111344.15
Education,2016,116951
Education,2016,164060.78
Education,2016,133317.86
Education,2016,139976.59
Education,2016,133317.86
Education,2016,121538.68
Education,2016,118938.56
Education,2016,118938.56
Education,2016,114632.43
Education,2016,118938.56
Education,2016,118135.68
Education,2016,151676.2
Education,2016,133317.86
Education,2016,118938.56
Education,2016,118938.56
Education,2016,114364
Education,2016,133317.86
Education,2016,120804.96
Education,2016,118938.56
Education,2016,118938.56
Education,2016,118938.56
Education,2016,107152.5
Education,2016,200404.88
Education,2016,118938.56
Education,2016,123769.23
Education,2016,164060.78
Education,2016,109551.05
Education,2016,118938.56
Education,2016,146680.41
Education,2016,200404.88
Education,2016,114582.78
Education,2016,157334.06
Education,2016,118938.56
Education,2016,133317.86
Education,2016,118938.56
Education,2016,107152.5
Energy,2016,164060.78
Energy,2016,198419.52
Energy,2016,110449.5
Energy,2016,111438.6
Energy,2016,126455.42
Energy,2016,123028.17
Energy,2016,107970.2
Energy,2016,118938.56
Energy,2016,121708.34
Energy,2016,129119.38
Energy,2016,107152.5
Energy,2016,130558.74
Energy,2016,192640.24
Energy,2016,128796.98
Energy,2016,129120.68
Energy,2016,147572.62
Energy,2016,108254.64
Energy,2016,118938.56
Energy,2016,164060.78
Energy,2016,132292.34
Energy,2016,107177.41
Energy,2016,108254.64
Energy,2016,164060.78
Energy,2016,134138.28
Energy,2016,106932.8
Energy,2016,110246.23
Energy,2016,112778.14
Energy,2016,133317.86
Energy,2016,162319.92
Energy,2016,108854.93
Energy,2016,133317.86
Energy,2016,108254.64
Energy,2016,200404.88
Energy,2016,118938.56
Energy,2016,118938.56
Energy,2016,133317.86
Energy,2016,164060.78
Energy,2016,108254.64
Energy,2016,119373.02
Energy,2016,107152.5
Energy,2016,164060.78
Energy,2016,130214.76
Energy,2016,137363.68
Energy,2016,111102.93
Energy,2016,115724.44
Energy,2016,107152.5
Energy,2016,109427.43
Energy,2016,140699.97
Energy,2016,108254.64
Energy,2016,133317.86
Energy,2016,107152.5
Energy,2016,118938.56
Energy,2016,107152.5
Energy,2016,133317.86
Energy,2016,107152.5
Energy,2016,107152.5
Energy,2016,107152.5
Energy,2016,187028.66
Energy,2016,108254.64
Energy,2016,107152.5
Energy,2016,107152.5
Energy,2016,123696.06
Energy,2016,158251.28
Energy,2016,107152.5
Energy,2016,186958.97
Energy,2016,146338.85
Energy,2016,109993.78
Energy,2016,107152.5
Energy,2016,107152.5
Energy,2016,107152.5
Energy,2016,108254.64
Energy,2016,118938.56
Energy,2016,107152.5
Energy,2016,133317.86
Energy,2016,108254.64
Energy,2016,131513.72
Energy,2016,164060.78
Energy,2016,114622.04
Energy,2016,107152.5
Energy,2016,110089.92
Energy,2016,161746.42
Energy,2016,124882.16
Energy,2016,119540.46
Energy,2016,112139.56
Energy,2016,107152.5
Energy,2016,164060.78
Energy,2016,134985.24
Energy,2016,107152.5
Energy,2016,183747.98
Energy,2016,107152.5
Energy,2016,118938.56
Energy,2016,110448.78
Energy,2016,131614.6
Energy,2016,118938.56
Energy,2016,118938.56
Energy,2016,133317.86
Energy,2016,147103.53
Energy,2016,133733.67
Energy,2016,130249.08
Energy,2016,107152.5
Energy,2016,118938.56
Energy,2016,122595.69
Energy,2016,115792.56
Energy,2016,133317.86
Energy,2016,137039.29
Energy,2016,133346.32
Energy,2016,118938.56
Energy,2016,131229.54
Energy,2016,114175.11
Energy,2016,133317.86
Energy,2016,134753.59
Energy,2016,123696.04
Energy,2016,128453.54
Energy,2016,107152.5
Energy,2016,115724.7
Energy,2016,133317.86
Energy,2016,125660.36
Energy,2016,130249.08
Energy,2016,107152.5
Energy,2016,164060.78
Energy,2016,192640.24
Energy,2016,109136.78
Energy,2016,107152.5
Energy,2016,133317.86
Energy,2016,107152.5
Energy,2016,178948.3
Energy,2016,163694.18
Energy,2016,115724.7
Energy,2016,137363.68
Energy,2016,133317.86
Energy,2016,150931.3
Energy,2016,131229.54
Energy,2016,164060.78
Energy,2016,107152.5
Energy,2016,106008.5
Energy,2016,129857
Environment and Parks,2016,118938.56
Environment and Parks,2016,109460.41
Environment and Parks,2016,121596.54
Environment and Parks,2016,107148.86
Environment and Parks,2016,108254.64
Environment and Parks,2016,121596.54
Environment and Parks,2016,133317.86
Environment and Parks,2016,119119.19
Environment and Parks,2016,108254.64
Environment and Parks,2016,109239.38
Environment and Parks,2016,118938.56
Environment and Parks,2016,131041.09
Environment and Parks,2016,111251.27
Environment and Parks,2016,164060.78
Environment and Parks,2016,118938.56
Environment and Parks,2016,125045.7
Environment and Parks,2016,118938.56
Environment and Parks,2016,162070.74
Environment and Parks,2016,125575.32
Environment and Parks,2016,160481.62
Environment and Parks,2016,157334.32
Environment and Parks,2016,107152.5
Environment and Parks,2016,119196.22
Environment and Parks,2016,118938.56
Environment and Parks,2016,112904.16
Environment and Parks,2016,133317.86
Environment and Parks,2016,133317.86
Environment and Parks,2016,111556.9
Environment and Parks,2016,196961.18
Environment and Parks,2016,164060.78
Environment and Parks,2016,107152.5
Environment and Parks,2016,126074.78
Environment and Parks,2016,133317.86
Environment and Parks,2016,124321.49
Environment and Parks,2016,118938.56
Environment and Parks,2016,111318.28
Environment and Parks,2016,111912.32
Environment and Parks,2016,137541.14
Environment and Parks,2016,108254.64
Environment and Parks,2016,113546.38
Environment and Parks,2016,133317.86
Environment and Parks,2016,133317.86
Environment and Parks,2016,116455.01
Environment and Parks,2016,117011.82
Environment and Parks,2016,164060.78
Environment and Parks,2016,108254.64
Environment and Parks,2016,107152.5
Environment and Parks,2016,107002.48
Environment and Parks,2016,127407.28
Environment and Parks,2016,114099.72
Environment and Parks,2016,110944.06
Environment and Parks,2016,108254.64
Environment and Parks,2016,108254.64
Environment and Parks,2016,133317.86
Environment and Parks,2016,118938.56
Environment and Parks,2016,118938.56
Environment and Parks,2016,118938.56
Environment and Parks,2016,108254.64
Environment and Parks,2016,121596.54
Environment and Parks,2016,118938.56
Environment and Parks,2016,108254.64
Environment and Parks,2016,119890.57
Environment and Parks,2016,107152.5
Environment and Parks,2016,109824.49
Environment and Parks,2016,107152.5
Environment and Parks,2016,164060.78
Environment and Parks,2016,107152.5
Environment and Parks,2016,285877.28
Environment and Parks,2016,133317.86
Environment and Parks,2016,119119.19
Environment and Parks,2016,118938.56
Environment and Parks,2016,120175.9
Environment and Parks,2016,108254.64
Environment and Parks,2016,164060.78
Environment and Parks,2016,119540.46
Environment and Parks,2016,108249.96
Environment and Parks,2016,198993.86
Environment and Parks,2016,122521.81
Environment and Parks,2016,119304.52
Environment and Parks,2016,115314.94
Environment and Parks,2016,164060.78
Environment and Parks,2016,107152.5
Environment and Parks,2016,118938.56
Environment and Parks,2016,127359.23
Environment and Parks,2016,118938.56
Environment and Parks,2016,133317.86
Environment and Parks,2016,133317.86
Environment and Parks,2016,108306.45
Environment and Parks,2016,134972.29
Environment and Parks,2016,117657.05
Environment and Parks,2016,177720.46
Environment and Parks,2016,118938.56
Environment and Parks,2016,108609.18
Environment and Parks,2016,118938.56
Environment and Parks,2016,131427.14
Environment and Parks,2016,133317.86
Environment and Parks,2016,127886.29
Environment and Parks,2016,116321.4
Environment and Parks,2016,164060.78
Environment and Parks,2016,132305.68
Environment and Parks,2016,112376.77
Environment and Parks,2016,161988.32
Environment and Parks,2016,108254.64
Environment and Parks,2016,132046.98
Environment and Parks,2016,130333.89
Environment and Parks,2016,111438.65
Environment and Parks,2016,133317.86
Environment and Parks,2016,133317.86
Environment and Parks,2016,123696.04
Environment and Parks,2016,133499.6
Environment and Parks,2016,106247.18
Environment and Parks,2016,107152.5
Environment and Parks,2016,121249.76
Environment and Parks,2016,116572.11
Environment and Parks,2016,189792.96
Environment and Parks,2016,107515.21
Environment and Parks,2016,108919.46
Environment and Parks,2016,108254.64
Environment and Parks,2016,108254.64
Environment and Parks,2016,118938.56
Environment and Parks,2016,108254.64
Environment and Parks,2016,118938.56
Environment and Parks,2016,108254.64
Environment and Parks,2016,108254.64
Environment and Parks,2016,121017
Environment and Parks,2016,119119.19
Environment and Parks,2016,107335.28
Environment and Parks,2016,121368.52
Environment and Parks,2016,114585.12
Environment and Parks,2016,115079.19
Environment and Parks,2016,113276.54
Environment and Parks,2016,107970.46
Environment and Parks,2016,133317.86
Environment and Parks,2016,107152.5
Environment and Parks,2016,118938.56
Environment and Parks,2016,117867.88
Environment and Parks,2016,133317.86
Environment and Parks,2016,156956.4
Environment and Parks,2016,133317.86
Environment and Parks,2016,119119.19
Environment and Parks,2016,108254.64
Environment and Parks,2016,108307.68
Environment and Parks,2016,145395.12
Environment and Parks,2016,285877.28
Environment and Parks,2016,107152.5
Environment and Parks,2016,109025.54
Environment and Parks,2016,107152.5
Environment and Parks,2016,118938.56
Environment and Parks,2016,133317.86
Environment and Parks,2016,107152.5
Environment and Parks,2016,108254.64
Environment and Parks,2016,110945.84
Environment and Parks,2016,108652.7
Environment and Parks,2016,117403.04
Environment and Parks,2016,135787.44
Environment and Parks,2016,133317.86
Environment and Parks,2016,107152.5
Environment and Parks,2016,133317.86
Environment and Parks,2016,118938.56
Environment and Parks,2016,107152.5
Environment and Parks,2016,113318.66
Environment and Parks,2016,118938.56
Environment and Parks,2016,121368.26
Environment and Parks,2016,164060.78
Environment and Parks,2016,142892.1
Environment and Parks,2016,114451.74
Environment and Parks,2016,118938.56
Environment and Parks,2016,133317.86
Environment and Parks,2016,108254.64
Environment and Parks,2016,133317.86
Environment and Parks,2016,108254.64
Environment and Parks,2016,119119.19
Environment and Parks,2016,107969
Environment and Parks,2016,133317.86
Environment and Parks,2016,115252.97
Environment and Parks,2016,133317.86
Environment and Parks,2016,114577.51
Environment and Parks,2016,200404.88
Environment and Parks,2016,108254.64
Environment and Parks,2016,110419.73
Environment and Parks,2016,110751.94
Environment and Parks,2016,107152.5
Environment and Parks,2016,127407.28
Environment and Parks,2016,106873
Environment and Parks,2016,133317.86
Environment and Parks,2016,116303.2
Environment and Parks,2016,127763.86
Environment and Parks,2016,118938.56
Environment and Parks,2016,160292.12
Environment and Parks,2016,118938.56
Environment and Parks,2016,133317.86
Environment and Parks,2016,133317.86
Environment and Parks,2016,119020.2
Environment and Parks,2016,118938.56
Environment and Parks,2016,147300.4
Environment and Parks,2016,128572.68
Environment and Parks,2016,118938.56
Environment and Parks,2016,111438.65
Environment and Parks,2016,107152.5
Environment and Parks,2016,133317.86
Environment and Parks,2016,122219.6
Environment and Parks,2016,128091.34
Environment and Parks,2016,114099.72
Environment and Parks,2016,130011.59
Environment and Parks,2016,164060.78
Environment and Parks,2016,106972.32
Environment and Parks,2016,107152.5
Environment and Parks,2016,110621.56
Environment and Parks,2016,108254.64
Environment and Parks,2016,118938.56
Environment and Parks,2016,118938.56
Environment and Parks,2016,115724.7
Environment and Parks,2016,108254.38
Environment and Parks,2016,133317.86
Environment and Parks,2016,133317.86
Environment and Parks,2016,107002.48
Environment and Parks,2016,106972.32
Environment and Parks,2016,107653.5
Environment and Parks,2016,133317.86
Environment and Parks,2016,118938.56
Environment and Parks,2016,108254.64
Environment and Parks,2016,117088.14
Environment and Parks,2016,115724.7
Environment and Parks,2016,108652.7
Environment and Parks,2016,143983.32
Environment and Parks,2016,108491.37
Environment and Parks,2016,123716.28
Environment and Parks,2016,164060.78
Environment and Parks,2016,121596.54
Environment and Parks,2016,174363.62
Environment and Parks,2016,108254.64
Environment and Parks,2016,108307.42
Environment and Parks,2016,133317.86
Environment and Parks,2016,108254.64
Environment and Parks,2016,112130.2
Environment and Parks,2016,108254.64
Environment and Parks,2016,127811.55
Environment and Parks,2016,126893.26
Environment and Parks,2016,118938.56
Environment and Parks,2016,108587.73
Environment and Parks,2016,164060.78
Environment and Parks,2016,107152.5
Environment and Parks,2016,127811.55
Environment and Parks,2016,107383.16
Environment and Parks,2016,153377.38
Environment and Parks,2016,108254.64
Environment and Parks,2016,121596.54
Environment and Parks,2016,162054.62
Environment and Parks,2016,168402.07
Environment and Parks,2016,164060.78
Environment and Parks,2016,157549.6
Environment and Parks,2016,109443.59
Environment and Parks,2016,106354.27
Environment and Parks,2016,118938.56
Environment and Parks,2016,112305.82
Environment and Parks,2016,118938.56
Environment and Parks,2016,143942.29
Environment and Parks,2016,118938.56
Environment and Parks,2016,118938.56
Environment and Parks,2016,133317.86
Environment and Parks,2016,108683.62
Environment and Parks,2016,106974.87
Environment and Parks,2016,121596.54
Environment and Parks,2016,108254.64
Environment and Parks,2016,108254.64
Environment and Parks,2016,112393.84
Environment and Parks,2016,137968.76
Environment and Parks,2016,125003.06
Environment and Parks,2016,180067.16
Environment and Parks,2016,164060.78
Environment and Parks,2016,133317.86
Environment and Parks,2016,107152.5
Environment and Parks,2016,110945.9
Environment and Parks,2016,118938.56
Environment and Parks,2016,118938.56
Environment and Parks,2016,107647.05
Environment and Parks,2016,199019.6
Environment and Parks,2016,107152.5
Environment and Parks,2016,127811.55
Environment and Parks,2016,112519.47
Environment and Parks,2016,112998.86
Environment and Parks,2016,152751.82
Environment and Parks,2016,133317.86
Environment and Parks,2016,107152.5
Environment and Parks,2016,108079.82
Environment and Parks,2016,127811.55
Environment and Parks,2016,111438.65
Environment and Parks,2016,117867.88
Environment and Parks,2016,133317.86
Environment and Parks,2016,121596.54
Environment and Parks,2016,107003
Environment and Parks,2016,111912.32
Environment and Parks,2016,107152.5
Environment and Parks,2016,118938.56
Environment and Parks,2016,133317.86
Environment and Parks,2016,118938.56
Environment and Parks,2016,108254.64
Environment and Parks,2016,108254.64
Environment and Parks,2016,143983.34
Environment and Parks,2016,181228.06
Environment and Parks,2016,134986.22
Environment and Parks,2016,124367.21
Environment and Parks,2016,108254.64
Environment and Parks,2016,154748.62
Environment and Parks,2016,108254.64
Environment and Parks,2016,111912.32
Environment and Parks,2016,132872.22
Environment and Parks,2016,108254.64
Environment and Parks,2016,107003.52
Environment and Parks,2016,116468.3
Environment and Parks,2016,106972.32
Environment and Parks,2016,118938.56
Environment and Parks,2016,107794.92
Environment and Parks,2016,110306.71
Environment and Parks,2016,119119.19
Environment and Parks,2016,107152.5
Environment and Parks,2016,111912.32
Environment and Parks,2016,134999.72
Environment and Parks,2016,118938.56
Environment and Parks,2016,122942.66
Environment and Parks,2016,107152.5
Environment and Parks,2016,158503.1
Environment and Parks,2016,132817.11
Environment and Parks,2016,114082.79
Environment and Parks,2016,108254.64
Environment and Parks,2016,108254.64
Environment and Parks,2016,108254.64
Environment and Parks,2016,108254.64
Environment and Parks,2016,133317.86
Environment and Parks,2016,110176.13
Environment and Parks,2016,108254.64
Environment and Parks,2016,162054.36
Executive Council,2016,177490.52
Executive Council,2016,109578.56
Executive Council,2016,132508.22
Executive Council,2016,106093.58
Executive Council,2016,133317.86
Executive Council,2016,122772
Executive Council,2016,112262.85
Executive Council,2016,191465.94
Executive Council,2016,115724.7
Executive Council,2016,132360.13
Executive Council,2016,189498.14
Executive Council,2016,157002.35
Executive Council,2016,156705.04
Executive Council,2016,131330.68
Executive Council,2016,114373.15
Executive Council,2016,118476.02
Executive Council,2016,313090.57
Executive Council,2016,149425.4
Executive Council,2016,106046.04
Executive Council,2016,149425.38
Executive Council,2016,285877.28
Executive Council,2016,141401.51
Executive Council,2016,123696.04
Executive Council,2016,151418.02
Executive Council,2016,110505.48
Executive Council,2016,123218.54
Executive Council,2016,113087.36
Executive Council,2016,114559.64
Executive Council,2016,126946.04
Executive Council,2016,115408.54
Executive Council,2016,155579.93
Executive Council,2016,115724.7
Executive Council,2016,143983.32
Executive Council,2016,194253.02
Executive Council,2016,181920.7
Executive Council,2016,129502.15
Executive Council,2016,149315.92
Executive Council,2016,350749.53
Executive Council,2016,149425.4
Executive Council,2016,230465.56
Executive Council,2016,110801.4
Executive Council,2016,133317.86
Executive Council,2016,132640.04
Executive Council,2016,133317.86
Executive Council,2016,134712.81
Executive Council,2016,130459.95
Executive Council,2016,178746.19
Executive Council,2016,133317.86
Executive Council,2016,127407.28
Executive Council,2016,126087.66
Executive Council,2016,134482.92
Executive Council,2016,149869.2
Executive Council,2016,118536.34
Executive Council,2016,164060.78
Executive Council,2016,224137.96
Executive Council,2016,207740.78
Executive Council,2016,164060.78
Executive Council,2016,106042.96
Executive Council,2016,107152.5
Executive Council,2016,161015.4
Executive Council,2016,110284.65
Executive Council,2016,115724.44
Executive Council,2016,124521.28
Executive Council,2016,164314.25
Health,2016,107520.32
Health,2016,182848.58
Health,2016,145173.68
Health,2016,111174.84
Health,2016,160734.34
Health,2016,107705.48
Health,2016,107152.5
Health,2016,146675.88
Health,2016,107208.06
Health,2016,130436.28
Health,2016,110211.41
Health,2016,110732.18
Health,2016,0
Health,2016,107152.5
Health,2016,115724.7
Health,2016,123900.14
Health,2016,107152.5
Health,2016,111405.52
Health,2016,157920.1
Health,2016,107152.5
Health,2016,332465.4
Health,2016,227536.6
Health,2016,118938.56
Health,2016,107152.5
Health,2016,145979.34
Health,2016,123696.04
Health,2016,148907.72
Health,2016,107152.5
Health,2016,124903.72
Health,2016,127529.13
Health,2016,107152.5
Health,2016,107152.5
Health,2016,107563.44
Health,2016,107152.5
Health,2016,119468.92
Health,2016,107811.9
Health,2016,107152.5
Health,2016,107152.5
Health,2016,122927.52
Health,2016,158979.75
Health,2016,107152.5
Health,2016,118938.56
Health,2016,118938.56
Health,2016,159197.04
Health,2016,118938.56
Health,2016,123696.3
Health,2016,108258.15
Health,2016,115051.41
Health,2016,115724.7
Health,2016,250210.65
Health,2016,107152.5
Health,2016,148334.18
Health,2016,119540.46
Health,2016,107152.5
Health,2016,127683.4
Health,2016,107152.5
Health,2016,107152.5
Health,2016,107903.64
Health,2016,118938.56
Health,2016,107152.5
Health,2016,107152.5
Health,2016,107152.5
Health,2016,164060.78
Health,2016,120010.85
Health,2016,133317.86
Health,2016,111447.29
Health,2016,107705.48
Health,2016,31107.01
Health,2016,156218.14
Health,2016,133633.9
Health,2016,128805.33
Health,2016,107152.5
Health,2016,107482.2
Health,2016,107705.48
Health,2016,118938.56
Health,2016,118938.56
Health,2016,107152.5
Health,2016,326115.76
Health,2016,111032.22
Health,2016,118938.56
Health,2016,107152.5
Health,2016,107482.2
Health,2016,133317.86
Health,2016,118938.56
Health,2016,106728.18
Health,2016,135589.74
Health,2016,118938.56
Health,2016,118938.56
Health,2016,134958.7
Health,2016,107705.48
Health,2016,118938.56
Health,2016,107152.5
Health,2016,108471.3
Health,2016,106038.46
Health,2016,146126.5
Health,2016,118938.56
Health,2016,131662.7
Health,2016,110086.83
Health,2016,114206.56
Health,2016,106886.26
Health,2016,113190.9
Health,2016,118938.56
Health,2016,118938.56
Health,2016,164060.78
Health,2016,148912.14
Health,2016,107152.5
Health,2016,107152.5
Health,2016,118938.56
Health,2016,153719.84
Health,2016,107152.5
Health,2016,107152.5
Health,2016,136343.2
Health,2016,181854.98
Health,2016,107152.5
Health,2016,115995.07
Health,2016,134138.28
Health,2016,122772
Health,2016,144343.16
Health,2016,114722.14
Health,2016,107152.5
Health,2016,107152.5
Health,2016,211985.28
Health,2016,121387.41
Health,2016,133317.86
Health,2016,200864.56
Health,2016,108469.15
Health,2016,200404.88
Health,2016,107152.5
Health,2016,108571.01
Health,2016,107152.5
Health,2016,132307.5
Health,2016,136138.06
Health,2016,107152.5
Health,2016,127323.04
Health,2016,128387.07
Health,2016,116410.34
Health,2016,151049.34
Health,2016,110020.89
Health,2016,118938.56
Health,2016,107705.48
Health,2016,107152.5
Health,2016,118876.75
Health,2016,115724.7
Health,2016,114176.39
Health,2016,118938.56
Health,2016,120010.54
Health,2016,107152.5
Health,2016,114833.24
Health,2016,118938.56
Health,2016,107152.5
Health,2016,107580.45
Health,2016,145637.79
Health,2016,118938.56
Health,2016,118938.56
Health,2016,133317.86
Health,2016,164060.78
Health,2016,134855.4
Health,2016,143983.33
Health,2016,115724.44
Health,2016,107152.5
Health,2016,107705.48
Health,2016,165689.78
Health,2016,115724.7
Health,2016,107705.48
Health,2016,118938.56
Health,2016,107705.48
Health,2016,106671.68
Health,2016,107152.5
Health,2016,131041.09
Health,2016,107081.88
Health,2016,107152.5
Health,2016,138147.36
Health,2016,180663.61
Health,2016,157259.65
Health,2016,118938.56
Human Services,2016,107152.5
Human Services,2016,133317.86
Human Services,2016,118938.56
Human Services,2016,133317.86
Human Services,2016,133317.88
Human Services,2016,112563.1
Human Services,2016,107152.5
Human Services,2016,157334.32
Human Services,2016,110548.62
Human Services,2016,107152.5
Human Services,2016,107064.62
Human Services,2016,107152.5
Human Services,2016,119196.22
Human Services,2016,107152.5
Human Services,2016,107152.5
Human Services,2016,130970.36
Human Services,2016,106657.95
Human Services,2016,154031.28
Human Services,2016,113478.62
Human Services,2016,107152.5
Human Services,2016,115724.7
Human Services,2016,113364.02
Human Services,2016,127287.42
Human Services,2016,111602.72
Human Services,2016,107152.5
Human Services,2016,152751.82
Human Services,2016,107152.5
Human Services,2016,107152.5
Human Services,2016,145622.88
Human Services,2016,107152.5
Human Services,2016,144967.85
Human Services,2016,153545.6
Human Services,2016,140365.16
Human Services,2016,114010.27
Human Services,2016,154029.46
Human Services,2016,113474.05
Human Services,2016,122772.26
Human Services,2016,107152.5
Human Services,2016,108768.37
Human Services,2016,119196.22
Human Services,2016,133317.86
Human Services,2016,131734.27
Human Services,2016,107152.5
Human Services,2016,143983.33
Human Services,2016,120807.64
Human Services,2016,147597.24
Human Services,2016,140414.5
Human Services,2016,161284.24
Human Services,2016,146649.62
Human Services,2016,133317.86
Human Services,2016,127541.04
Human Services,2016,124391.35
Human Services,2016,107152.5
Human Services,2016,118938.56
Human Services,2016,107152.5
Human Services,2016,106326.22
Human Services,2016,107152.5
Human Services,2016,107152.5
Human Services,2016,119196.22
Human Services,2016,118938.56
Human Services,2016,172642.38
Human Services,2016,107152.5
Human Services,2016,108924.64
Human Services,2016,107152.5
Human Services,2016,107152.5
Human Services,2016,164060.78
Human Services,2016,220445.44
Human Services,2016,107152.5
Human Services,2016,106101.06
Human Services,2016,118938.56
Human Services,2016,107152.5
Human Services,2016,133317.86
Human Services,2016,118938.56
Human Services,2016,107531.66
Human Services,2016,133317.86
Human Services,2016,133317.86
Human Services,2016,107152.5
Human Services,2016,118938.56
Human Services,2016,152963.72
Human Services,2016,107152.5
Human Services,2016,118938.56
Human Services,2016,110495.32
Human Services,2016,106374.06
Human Services,2016,137625.06
Human Services,2016,133317.86
Human Services,2016,115724.7
Human Services,2016,107152.5
Human Services,2016,118938.56
Human Services,2016,106902.38
Human Services,2016,106551.71
Human Services,2016,118938.56
Human Services,2016,164060.78
Human Services,2016,164060.78
Human Services,2016,111288.32
Human Services,2016,118938.56
Human Services,2016,127407.28
Human Services,2016,107152.5
Human Services,2016,126181.64
Human Services,2016,107152.5
Human Services,2016,107548.14
Human Services,2016,114109.17
Human Services,2016,107152.5
Human Services,2016,168145.12
Human Services,2016,110543.16
Human Services,2016,139063.08
Human Services,2016,131229.02
Human Services,2016,107152.5
Human Services,2016,107152.5
Human Services,2016,107727.88
Human Services,2016,118938.56
Human Services,2016,107152.5
Human Services,2016,155936.67
Human Services,2016,127407.28
Human Services,2016,128628.5
Human Services,2016,159521.7
Human Services,2016,128572.08
Human Services,2016,133317.86
Human Services,2016,164060.78
Human Services,2016,107152.5
Human Services,2016,107152.5
Human Services,2016,133317.86
Human Services,2016,187570.76
Human Services,2016,107419.52
Human Services,2016,123696.04
Human Services,2016,107152.5
Human Services,2016,136542.19
Human Services,2016,107152.5
Human Services,2016,107152.5
Human Services,2016,133317.86
Human Services,2016,107152.5
Human Services,2016,158409.16
Human Services,2016,107152.5
Human Services,2016,168145.12
Human Services,2016,130249.08
Human Services,2016,107152.5
Human Services,2016,107492.18
Human Services,2016,123128.8
Human Services,2016,131229.02
Human Services,2016,110762.76
Human Services,2016,107152.5
Human Services,2016,118938.56
Human Services,2016,109013.58
Human Services,2016,107152.5
Human Services,2016,106902.38
Human Services,2016,118938.56
Human Services,2016,107152.5
Human Services,2016,200404.88
Human Services,2016,107152.5
Human Services,2016,107152.5
Human Services,2016,123696.04
Human Services,2016,164108.62
Human Services,2016,113350.89
Human Services,2016,147554.96
Human Services,2016,181228.06
Human Services,2016,164060.78
Human Services,2016,113688.64
Human Services,2016,118938.56
Human Services,2016,133317.86
Human Services,2016,107152.5
Human Services,2016,107152.5
Human Services,2016,143778.2
Human Services,2016,107152.5
Human Services,2016,188845.02
Human Services,2016,126455.68
Human Services,2016,122928.05
Human Services,2016,107152.5
Human Services,2016,133318.12
Human Services,2016,145622.88
Human Services,2016,107152.5
Human Services,2016,113945
Human Services,2016,107152.5
Human Services,2016,122507.32
Human Services,2016,111602.72
Human Services,2016,142188.61
Human Services,2016,107152.5
Human Services,2016,107152.5
Human Services,2016,119493.06
Human Services,2016,152751.82
Human Services,2016,118938.56
Human Services,2016,181228.06
Human Services,2016,164060.78
Human Services,2016,118938.56
Human Services,2016,115724.7
Human Services,2016,107152.5
Human Services,2016,107152.5
Human Services,2016,199424.42
Human Services,2016,133317.86
Human Services,2016,187925.55
Human Services,2016,110256.12
Human Services,2016,107152.5
Human Services,2016,118938.56
Human Services,2016,107152.5
Human Services,2016,106669.94
Human Services,2016,117807.32
Human Services,2016,118938.56
Human Services,2016,200404.88
Human Services,2016,133317.86
Human Services,2016,120172.72
Human Services,2016,108136.34
Human Services,2016,107152.5
Human Services,2016,115724.7
Human Services,2016,123547.12
Human Services,2016,107152.5
Human Services,2016,111602.72
Human Services,2016,107581.11
Human Services,2016,111602.72
Human Services,2016,143983.32
Human Services,2016,107152.5
Human Services,2016,106326.22
Human Services,2016,181228.06
Human Services,2016,133317.86
Human Services,2016,126082.58
Human Services,2016,125909.72
Human Services,2016,129547.34
Human Services,2016,130249.08
Human Services,2016,118938.56
Human Services,2016,107152.5
Human Services,2016,118938.56
Human Services,2016,107581.12
Human Services,2016,107152.5
Human Services,2016,107943.78
Human Services,2016,107152.5
Human Services,2016,108644.41
Human Services,2016,164060.78
Human Services,2016,157334.06
Human Services,2016,119540.48
Human Services,2016,308747.4
Human Services,2016,118938.56
Human Services,2016,124909.2
Human Services,2016,107152.5
Human Services,2016,106721.94
Human Services,2016,119204.79
Human Services,2016,111602.72
Human Services,2016,107152.5
Human Services,2016,118938.56
Human Services,2016,200404.88
Human Services,2016,107152.5
Human Services,2016,106328.25
Human Services,2016,107152.5
Human Services,2016,118938.56
Human Services,2016,118938.56
Human Services,2016,118938.56
Human Services,2016,133317.86
Human Services,2016,107152.5
Human Services,2016,117698.36
Human Services,2016,118938.56
Human Services,2016,148588.18
Human Services,2016,107152.5
Human Services,2016,106435.16
Human Services,2016,164060.78
Human Services,2016,118938.56
Human Services,2016,118938.56
Human Services,2016,116989.08
Human Services,2016,107152.5
Human Services,2016,114630.36
Human Services,2016,167291.5
Human Services,2016,133933.17
Human Services,2016,112280.74
Human Services,2016,124519.45
Human Services,2016,164060.78
Human Services,2016,118938.56
Human Services,2016,169158.86
